LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,ScreenPorch,SalePrice
,14100,IR1,Inside,Crawfor,1.5Fin,8,1935,1997,Stucco,Stucco,BrkFace,632.0,TA,TA,Mn,Rec,192,536,728,Ex,1968,1479,3447,0,3,1,4,Gd,11,2,BuiltIn,1982.0,Unf,3,1014,314,12,0,381000
78.0,11344,Reg,Inside,NAmes,1.5Fin,5,1958,1958,MetalSd,MetalSd,BrkFace,180.0,TA,TA,No,BLQ,460,414,874,TA,874,650,1524,0,1,1,3,TA,7,0,Attchd,1958.0,Unf,1,315,0,0,0,144000
,23595,Reg,Inside,ClearCr,1Story,7,1979,1979,Plywood,Plywood,None,0.0,Gd,Gd,Gd,GLQ,1258,74,1332,TA,1332,192,1524,2,0,1,0,Gd,4,1,Attchd,1979.0,Fin,2,586,268,0,0,260000
,9156,IR1,Inside,NWAmes,1Story,6,1968,1968,BrkFace,BrkFace,None,0.0,TA,TA,No,Unf,0,1489,1489,Gd,1489,0,1489,0,2,0,3,Gd,7,1,Attchd,1968.0,RFn,2,462,0,0,0,185750
,13526,IR1,CulDSac,Sawyer,1Story,5,1965,1965,HdBoard,Plywood,BrkFace,114.0,TA,TA,No,BLQ,560,0,935,TA,935,0,935,1,1,0,3,TA,5,0,Attchd,1965.0,Unf,1,288,180,0,0,137000
124.0,11512,IR1,Corner,Edwards,SLvl,6,1959,2006,Plywood,Plywood,BrkFace,84.0,TA,TA,Av,ALQ,719,300,1019,Gd,1357,0,1357,1,1,0,2,Ex,5,1,Basment,1959.0,RFn,1,312,0,0,163,177000
53.0,5362,Reg,Corner,Crawfor,1.5Fin,5,1910,2003,Wd Sdng,Wd Shng,None,0.0,TA,TA,No,Unf,0,661,661,Ex,661,589,1250,0,2,0,3,TA,8,1,Detchd,1985.0,Unf,2,552,242,0,0,139000
95.0,11345,Reg,Corner,NAmes,2Story,5,1948,1950,AsbShng,AsbShng,Stone,567.0,TA,TA,No,Rec,220,708,928,Gd,928,992,1920,0,2,0,4,TA,10,0,Detchd,1948.0,Unf,2,400,0,0,0,137000
,12936,IR1,CulDSac,NWAmes,2Story,6,1972,1972,HdBoard,Plywood,None,0.0,TA,TA,No,BLQ,593,130,723,TA,735,660,1395,0,1,1,3,TA,6,1,Attchd,1972.0,Unf,2,497,294,116,0,162000
,17871,IR1,CulDSac,NWAmes,SLvl,6,1967,1976,HdBoard,HdBoard,BrkFace,359.0,TA,Gd,Av,ALQ,528,1152,1680,Fa,1724,0,1724,1,1,1,3,TA,7,1,Attchd,1967.0,RFn,2,480,0,0,0,197900
75.0,9473,Reg,Inside,CollgCr,2Story,8,2002,2002,VinylSd,VinylSd,None,0.0,Gd,Gd,No,GLQ,804,324,1128,Ex,1128,903,2031,1,2,1,3,Gd,7,1,Attchd,2002.0,RFn,2,577,0,211,0,237000
60.0,7500,Reg,Inside,IDOTRR,1.5Fin,4,1920,1950,MetalSd,MetalSd,None,0.0,TA,TA,No,Unf,0,698,698,TA,698,430,1128,0,1,0,2,TA,6,0,Detchd,1980.0,RFn,2,528,30,0,0,68400
67.0,9808,IR1,Inside,CollgCr,1Story,7,2002,2002,VinylSd,VinylSd,BrkFace,110.0,Gd,Gd,No,GLQ,788,785,1573,Ex,1573,0,1573,1,2,0,3,Gd,6,0,Attchd,2002.0,RFn,2,544,0,72,0,227000
50.0,8049,IR1,CulDSac,Timber,1Story,7,1990,1990,HdBoard,HdBoard,BrkFace,54.0,TA,Gd,No,ALQ,1053,256,1309,TA,1339,0,1339,1,2,0,2,TA,6,1,Attchd,1990.0,Fin,2,484,0,58,90,180000
61.0,8800,IR1,Inside,CollgCr,1Story,5,1977,2008,HdBoard,HdBoard,None,0.0,TA,Gd,Mn,LwQ,532,364,1040,TA,1040,0,1040,0,2,0,3,Gd,5,0,Detchd,1977.0,Unf,2,484,0,0,288,150500
94.0,9400,Reg,Corner,Mitchel,2Story,6,1971,1971,MetalSd,Wd Shng,None,0.0,TA,TA,Av,Unf,0,912,912,TA,912,912,1824,0,2,2,4,TA,8,0,,,,0,0,128,0,0,139000
50.0,9638,Reg,Inside,SWISU,1.5Fin,6,1919,1990,Wd Sdng,Wd Shng,None,0.0,TA,TA,No,Unf,0,804,804,Ex,1699,748,2447,0,2,0,4,Gd,10,1,Detchd,1969.0,Unf,1,336,272,0,116,169000
50.0,6000,Reg,Inside,BrkSide,1.5Fin,6,1939,1950,MetalSd,MetalSd,None,0.0,TA,TA,No,Unf,0,780,780,Ex,825,587,1412,0,1,0,4,TA,6,1,Detchd,1939.0,Unf,1,280,45,0,0,132500
,9790,Reg,Inside,NWAmes,1Story,6,1963,1963,HdBoard,HdBoard,BrkFace,451.0,TA,TA,No,ALQ,569,678,1328,TA,1328,0,1328,1,1,1,3,TA,6,2,Attchd,1963.0,Unf,2,528,0,26,0,143000
,36500,IR1,Inside,ClearCr,1Story,5,1964,1964,Wd Sdng,Wd Sdng,BrkCmn,621.0,TA,TA,Av,Rec,812,812,1624,Fa,1582,0,1582,0,2,0,4,TA,7,0,Attchd,1964.0,Unf,2,390,168,198,0,190000
40.0,5664,IR1,Inside,StoneBr,1Story,8,2000,2000,CemntBd,CmentBd,None,0.0,Gd,Gd,No,GLQ,1158,343,1501,Ex,1659,0,1659,1,2,0,2,Ex,5,1,Attchd,2000.0,Fin,2,499,212,59,0,278000
86.0,11065,IR1,Inside,NridgHt,2Story,8,2006,2006,VinylSd,VinylSd,Stone,788.0,Gd,Gd,Mn,Unf,0,1085,1085,Ex,1120,850,1970,0,2,1,3,Ex,8,1,BuiltIn,2006.0,Fin,3,753,177,74,0,281000
,14112,IR1,Corner,NAmes,SLvl,5,1964,1964,Wd Sdng,HdBoard,BrkFace,86.0,TA,TA,Av,GLQ,1014,138,1152,TA,1152,0,1152,1,1,0,3,TA,6,1,Attchd,1964.0,RFn,2,484,227,0,0,180500
21.0,1680,Reg,Inside,BrDale,2Story,5,1972,1972,CemntBd,CmentBd,BrkFace,268.0,TA,TA,No,ALQ,231,399,630,TA,630,672,1302,0,2,1,3,TA,6,0,Detchd,1972.0,Unf,1,264,185,0,0,119500
60.0,6600,Reg,Corner,OldTown,2Story,5,1892,1965,Wd Sdng,Wd Sdng,None,0.0,TA,TA,No,Unf,0,994,994,TA,1378,994,2372,0,2,0,4,TA,11,0,Attchd,1985.0,RFn,1,432,0,287,0,107500
78.0,10140,Reg,Inside,NWAmes,2Story,7,1976,1976,HdBoard,HdBoard,None,0.0,TA,Gd,No,GLQ,194,638,832,TA,832,832,1664,0,2,1,4,TA,8,1,Attchd,1976.0,RFn,2,528,0,28,259,162900
60.0,8172,Reg,Inside,Edwards,1Story,5,1955,1990,WdShing,Plywood,None,0.0,TA,TA,No,Rec,167,697,864,TA,864,0,864,1,1,0,2,TA,5,0,Detchd,1957.0,Unf,2,572,0,0,0,115000
70.0,8400,Reg,Inside,NAmes,1Story,5,1968,1968,HdBoard,HdBoard,BrkFace,168.0,TA,TA,Av,BLQ,1016,36,1052,Gd,1052,0,1052,1,1,1,3,TA,5,0,Attchd,1968.0,RFn,1,288,356,0,0,138500
80.0,8700,Reg,Inside,NAmes,1Story,5,1963,1963,MetalSd,MetalSd,BrkFace,148.0,TA,TA,Mn,ALQ,776,344,1120,Gd,1128,0,1128,1,2,0,3,TA,6,0,Attchd,1963.0,RFn,2,525,192,20,0,155000
35.0,3675,Reg,Inside,Edwards,SFoyer,6,2005,2006,VinylSd,VinylSd,BrkFace,82.0,TA,Gd,Gd,GLQ,547,0,547,Gd,1072,0,1072,1,2,0,2,TA,5,0,Basment,2005.0,Fin,2,525,0,44,0,140000
313.0,63887,IR3,Corner,Edwards,2Story,10,2008,2008,Stucco,Stucco,Stone,796.0,Ex,Ex,Gd,GLQ,5644,466,6110,Ex,4692,950,5642,2,2,1,3,Ex,12,3,Attchd,2008.0,Fin,2,1418,214,292,0,160000
75.0,7500,Reg,Inside,NAmes,1Story,5,1959,1994,BrkFace,BrkFace,None,0.0,TA,TA,No,LwQ,340,0,1246,Ex,1246,0,1246,1,1,1,3,Gd,6,0,Attchd,1959.0,RFn,1,305,218,0,0,154000
,10762,IR1,CulDSac,Gilbert,2Story,7,1999,1999,VinylSd,VinylSd,None,344.0,Gd,Gd,No,GLQ,694,284,978,Ex,1005,978,1983,0,2,1,3,Gd,9,1,Attchd,1999.0,Fin,2,490,0,0,0,225000
,7500,IR1,Inside,Crawfor,2Story,6,1942,1950,Wd Sdng,Wd Sdng,None,0.0,TA,TA,No,BLQ,547,224,771,Fa,753,741,1494,0,1,0,3,Gd,7,2,Attchd,1942.0,Unf,1,213,0,0,224,177500
92.0,10120,Reg,Inside,NoRidge,2Story,8,1994,1994,VinylSd,VinylSd,BrkFace,391.0,Gd,Gd,No,GLQ,740,425,1165,Ex,1203,1323,2526,1,2,1,4,Gd,8,1,Attchd,1994.0,RFn,3,844,309,78,0,290000
73.0,8688,Reg,Inside,Somerst,1Story,7,2005,2005,VinylSd,VinylSd,BrkFace,228.0,Gd,Gd,Av,Unf,0,1616,1616,Ex,1616,0,1616,0,2,0,3,Gd,7,0,Attchd,2005.0,RFn,3,834,208,59,0,232000
32.0,3363,Reg,Inside,Edwards,2Story,7,2004,2004,VinylSd,VinylSd,Stone,117.0,Gd,Gd,No,Unf,0,976,976,Ex,976,732,1708,0,2,0,3,Gd,7,0,Detchd,2004.0,Unf,2,380,0,40,0,130000
108.0,13173,IR1,Corner,NridgHt,1Story,9,2006,2007,VinylSd,VinylSd,Stone,300.0,Gd,Ex,No,GLQ,1572,80,1652,Ex,1652,0,1652,1,2,0,2,Ex,6,2,Attchd,2006.0,Fin,2,840,404,102,0,325000
48.0,6955,IR1,Inside,NridgHt,1Story,7,2005,2006,VinylSd,VinylSd,Stone,94.0,Gd,Gd,No,Unf,0,1368,1368,Ex,1368,0,1368,0,2,0,2,Gd,6,1,Attchd,2005.0,RFn,2,474,132,35,0,202500
60.0,8072,Reg,Inside,CollgCr,1Story,5,1994,1995,VinylSd,VinylSd,None,0.0,TA,Gd,No,ALQ,746,244,990,Ex,990,0,990,1,1,0,3,TA,5,0,Detchd,2000.0,Unf,2,480,0,64,0,138000
100.0,12000,Reg,Inside,OldTown,1Story,5,1948,2005,MetalSd,MetalSd,None,0.0,TA,TA,No,GLQ,144,172,924,Ex,1122,0,1122,1,1,0,2,Gd,6,0,Attchd,1948.0,Unf,2,528,0,36,0,147000
,7153,Reg,Inside,SawyerW,1Story,6,1991,1991,HdBoard,HdBoard,BrkFace,88.0,TA,Gd,No,GLQ,1200,78,1278,Gd,1294,0,1294,1,2,0,3,Gd,6,0,Attchd,1991.0,RFn,2,496,112,51,0,179200
100.0,17500,Reg,Inside,Crawfor,1Story,7,1959,2002,BrkFace,HdBoard,None,0.0,Gd,Gd,Av,GLQ,1406,496,1902,TA,1902,0,1902,1,2,0,3,Ex,7,2,Attchd,1959.0,Fin,2,567,0,207,0,335000
68.0,8814,Reg,Inside,CollgCr,1Story,7,2005,2007,VinylSd,VinylSd,BrkFace,80.0,Gd,Gd,No,GLQ,925,349,1274,Ex,1274,0,1274,1,2,0,3,Gd,6,0,Attchd,2005.0,RFn,2,508,264,98,0,203000
,9572,IR1,Inside,NoRidge,2Story,8,1990,1990,Wd Sdng,Wd Sdng,BrkFace,336.0,Gd,Ex,No,GLQ,482,971,1453,Ex,1453,1357,2810,0,2,1,4,Gd,9,1,Attchd,1990.0,RFn,2,750,500,0,0,302000
108.0,14774,IR1,Corner,NoRidge,2Story,9,1999,1999,VinylSd,VinylSd,BrkFace,165.0,Gd,Gd,No,Unf,0,1393,1393,Ex,1422,1177,2599,0,2,1,4,Gd,10,1,BuiltIn,1999.0,Fin,3,779,668,30,0,333168
60.0,8190,Reg,Inside,Edwards,1Story,4,1954,1954,Wd Sdng,Wd Sdng,None,0.0,TA,TA,No,Rec,732,216,948,Ex,948,0,948,1,1,0,3,TA,5,1,Detchd,1956.0,Unf,1,280,0,36,0,119000
85.0,11075,Reg,Inside,NAmes,2Story,6,1969,1969,HdBoard,HdBoard,None,0.0,TA,Fa,Mn,ALQ,500,176,952,TA,1092,1020,2112,0,2,1,4,TA,9,2,Attchd,1969.0,Unf,2,576,280,0,0,206900
61.0,10226,IR1,Inside,CollgCr,1Story,8,2008,2008,VinylSd,VinylSd,Stone,270.0,Gd,Ex,Gd,Unf,0,1622,1622,Ex,1630,0,1630,1,2,0,3,Ex,8,1,Attchd,2008.0,RFn,3,860,172,42,0,295493
47.0,4230,Reg,Corner,Somerst,1Story,7,2006,2007,VinylSd,VinylSd,None,0.0,Gd,Ex,No,Unf,0,1352,1352,Ex,1352,0,1352,0,2,0,2,Gd,5,1,Attchd,2006.0,RFn,2,466,0,241,0,208900
,14781,IR2,CulDSac,CollgCr,1Story,8,2001,2002,VinylSd,VinylSd,BrkFace,178.0,Gd,Gd,Gd,Unf,0,1753,1753,Ex,1787,0,1787,0,2,0,3,Gd,7,1,Attchd,2001.0,RFn,3,748,198,150,0,275000
75.0,10215,Reg,Inside,Edwards,1Story,4,1954,1954,Wd Sdng,Wd Sdng,BrkFace,132.0,TA,TA,No,ALQ,492,372,864,Ex,948,0,948,0,1,0,3,TA,5,0,Attchd,1954.0,Unf,1,248,0,0,0,111000
70.0,8400,Reg,Inside,NAmes,1Story,6,1957,1957,BrkFace,BrkFace,None,0.0,TA,TA,No,ALQ,189,628,1478,Gd,1478,0,1478,1,1,1,3,TA,6,2,Attchd,1957.0,RFn,2,442,114,0,216,156500
,6627,IR1,Corner,BrkSide,1Story,3,1949,1950,VinylSd,VinylSd,None,0.0,TA,,,,0,0,0,TA,720,0,720,0,1,0,2,TA,4,0,Detchd,1955.0,Unf,1,287,0,0,0,72500
107.0,10186,IR1,Inside,NoRidge,2Story,7,1992,1992,HdBoard,HdBoard,None,0.0,Gd,Gd,No,GLQ,674,76,750,Ex,1061,862,1923,1,2,1,3,Gd,8,1,Attchd,1992.0,RFn,2,564,240,39,0,190000
50.0,5330,Reg,Inside,BrkSide,1Story,4,1940,1950,VinylSd,VinylSd,None,0.0,Fa,TA,No,LwQ,280,140,420,Gd,708,0,708,0,1,0,2,Fa,5,0,,,,0,0,164,0,0,82500
75.0,9986,Reg,Inside,Somerst,1Story,8,2006,2007,VinylSd,VinylSd,BrkFace,428.0,Gd,Ex,Av,Unf,0,1795,1795,Ex,1795,0,1795,0,2,0,2,Gd,7,1,Attchd,2007.0,RFn,3,895,0,49,0,147000
40.0,3636,Reg,Inside,IDOTRR,1Story,4,1922,1950,AsbShng,AsbShng,None,0.0,TA,TA,No,Unf,0,796,796,Fa,796,0,796,0,1,0,2,TA,5,0,,,,0,0,0,0,0,55000
70.0,4270,Reg,Inside,Edwards,1Story,3,1931,2006,MetalSd,MetalSd,None,0.0,TA,TA,No,Rec,544,0,544,Ex,774,0,774,0,1,0,3,Gd,6,0,,,,0,0,0,0,0,79000
60.0,6600,Reg,Inside,Mitchel,1Story,5,1982,2008,VinylSd,VinylSd,None,0.0,Gd,TA,No,ALQ,641,175,816,Ex,816,0,816,0,1,0,3,Gd,5,1,Attchd,1982.0,Unf,1,264,0,0,0,130500
60.0,10440,Reg,Corner,OldTown,1.5Fin,6,1920,1950,BrkFace,Wd Sdng,None,0.0,Gd,Gd,No,LwQ,493,1017,1510,Ex,1584,1208,2792,0,2,0,5,TA,8,2,Detchd,1920.0,Unf,2,520,0,547,480,256000
63.0,9084,IR1,Inside,Gilbert,2Story,7,1998,1998,VinylSd,VinylSd,None,0.0,TA,Gd,No,Unf,0,935,935,Gd,955,677,1632,0,2,1,3,TA,8,1,Attchd,1998.0,Fin,2,462,0,28,0,176500
85.0,10000,Reg,Inside,Somerst,1Story,8,2006,2006,VinylSd,VinylSd,Stone,410.0,Gd,Gd,Av,Unf,0,1588,1588,Ex,1588,0,1588,0,2,0,3,Gd,7,1,Attchd,2006.0,RFn,3,825,144,45,0,227000
55.0,10780,IR1,Inside,CollgCr,SLvl,5,1976,1976,MetalSd,MetalSd,None,0.0,TA,TA,Av,ALQ,483,428,911,Gd,954,0,954,0,1,0,3,TA,6,0,Detchd,1976.0,Unf,2,576,0,0,0,132500
67.0,8877,Reg,Inside,Edwards,1Story,4,1938,1958,MetalSd,MetalSd,None,0.0,TA,TA,Mn,ALQ,690,126,816,Ex,816,0,816,1,1,0,2,TA,3,1,Detchd,1958.0,Unf,1,288,0,0,0,100000
60.0,7200,Reg,Corner,IDOTRR,1.5Fin,5,1938,1995,Wd Sdng,Wd Sdng,None,0.0,TA,TA,No,Unf,0,803,803,Ex,803,557,1360,0,1,1,2,Gd,6,0,Detchd,1951.0,Unf,1,297,0,65,0,125500
24.0,2368,Reg,Inside,BrDale,2Story,5,1970,1970,HdBoard,HdBoard,None,312.0,TA,TA,No,LwQ,765,0,765,TA,765,600,1365,0,1,1,3,TA,7,0,Attchd,1970.0,Unf,2,440,0,36,0,125000
80.0,9650,Reg,Inside,NWAmes,1Story,6,1977,1977,Plywood,Plywood,BrkFace,360.0,TA,Gd,No,ALQ,686,664,1350,TA,1334,0,1334,0,2,0,2,TA,6,1,Attchd,1977.0,RFn,2,630,0,16,0,167900
87.0,9246,IR1,Inside,NWAmes,1Story,5,1973,1973,Plywood,Plywood,BrkFace,564.0,TA,TA,No,Unf,0,1656,1656,TA,1656,0,1656,0,2,0,4,TA,8,0,Detchd,1973.0,Unf,2,506,0,211,0,135000
153.0,4118,IR1,Corner,OldTown,1Story,4,1941,1950,Wd Sdng,Wd Sdng,None,0.0,TA,TA,No,Unf,0,693,693,Fa,693,0,693,0,1,0,2,Fa,4,0,,,,0,0,0,20,0,52500
95.0,13450,IR1,Corner,CollgCr,2Story,7,2002,2002,VinylSd,VinylSd,None,0.0,Gd,Gd,No,GLQ,700,216,916,Ex,920,941,1861,1,2,1,3,Gd,8,0,BuiltIn,2002.0,RFn,2,492,146,91,0,200000
120.0,9560,IR1,Corner,CollgCr,1Story,5,1972,1972,MetalSd,MetalSd,None,0.0,TA,TA,Mn,Rec,360,504,864,Ex,864,0,864,0,1,0,3,TA,5,0,Attchd,1972.0,RFn,1,288,0,0,0,128500
70.0,8294,Reg,Inside,NAmes,1Story,4,1971,1971,MetalSd,MetalSd,None,0.0,TA,TA,No,Unf,0,858,858,TA,872,0,872,0,1,0,3,TA,5,0,Detchd,1974.0,Unf,4,480,0,0,0,123000
66.0,13695,Reg,Inside,SawyerW,1Story,6,2003,2004,VinylSd,VinylSd,None,0.0,TA,Gd,No,GLQ,814,300,1114,Ex,1114,0,1114,1,1,0,3,Gd,6,0,Detchd,2004.0,Unf,2,576,0,78,0,155000
,9375,Reg,Inside,CollgCr,2Story,8,2002,2002,VinylSd,VinylSd,BrkFace,149.0,Gd,Gd,No,Unf,0,1284,1284,Ex,1284,885,2169,0,2,1,3,Gd,7,1,Attchd,2002.0,RFn,2,647,192,87,0,228500
57.0,7558,Reg,Inside,Crawfor,1.5Fin,6,1928,1950,BrkFace,Stone,None,0.0,TA,TA,No,Unf,0,896,896,Gd,1172,741,1913,0,1,1,3,TA,9,1,Detchd,1929.0,Unf,2,342,0,0,0,177000
85.0,11103,IR1,Corner,CollgCr,2Story,7,2006,2006,VinylSd,VinylSd,None,0.0,Gd,Gd,No,Unf,0,728,728,Ex,728,728,1456,0,2,1,3,Gd,8,1,Attchd,2006.0,Fin,2,440,0,0,0,155835
50.0,6000,Reg,Inside,OldTown,1Story,4,1920,1950,MetalSd,MetalSd,None,0.0,TA,TA,No,ALQ,250,710,960,Gd,960,0,960,0,1,0,2,Fa,5,0,Detchd,1997.0,Unf,1,308,0,0,0,108500
,20781,IR2,CulDSac,NWAmes,1Story,7,1968,2003,BrkFace,HdBoard,None,0.0,TA,TA,No,BLQ,297,1203,1568,TA,2156,0,2156,0,2,0,3,TA,9,1,Attchd,1968.0,RFn,2,508,0,80,0,262500
93.0,15306,IR1,Corner,Timber,1Story,8,2006,2007,VinylSd,VinylSd,Stone,100.0,Gd,Ex,Gd,GLQ,80,1652,1732,Ex,1776,0,1776,1,2,0,3,Gd,7,1,Attchd,2006.0,Fin,3,712,0,0,0,283463
,16196,IR3,Inside,SawyerW,1Story,7,1998,1998,VinylSd,VinylSd,None,0.0,Gd,Gd,Gd,GLQ,1443,39,1482,Ex,1494,0,1494,1,2,0,3,Gd,5,1,Attchd,1998.0,RFn,2,514,402,25,0,215000
50.0,5250,Reg,Inside,OldTown,2Story,8,1872,1987,MetalSd,MetalSd,None,0.0,TA,TA,No,LwQ,259,425,684,Fa,938,1215,2358,0,2,0,4,TA,8,0,,,,0,0,0,54,0,122000
91.0,11643,Reg,Inside,NAmes,2Story,5,1969,1969,MetalSd,MetalSd,BrkFace,368.0,TA,TA,No,LwQ,500,748,1248,TA,1338,1296,2634,1,2,2,6,TA,12,0,Detchd,1969.0,Unf,4,968,0,0,0,200000
70.0,9247,IR1,Inside,NAmes,2Story,6,1962,1962,HdBoard,HdBoard,BrkFace,318.0,TA,TA,No,Rec,319,539,858,Ex,858,858,1716,0,1,1,4,TA,8,1,Attchd,1962.0,Fin,2,490,0,84,120,171000
50.0,6000,Reg,Inside,BrkSide,1.5Fin,6,1937,2000,MetalSd,MetalSd,None,0.0,Gd,TA,No,Unf,0,698,698,TA,786,390,1176,0,1,0,2,TA,4,0,Detchd,1999.0,Unf,2,624,210,0,0,134900
56.0,14720,IR1,CulDSac,NoRidge,1.5Fin,8,1995,1996,VinylSd,VinylSd,BrkFace,579.0,Gd,Gd,Av,GLQ,816,1217,2033,Ex,2053,1185,3238,1,2,1,4,Gd,9,1,Attchd,1996.0,Fin,3,666,283,86,0,410000
,10316,IR1,Inside,CollgCr,2Story,7,2000,2000,VinylSd,VinylSd,None,0.0,Gd,Gd,No,GLQ,735,257,992,Ex,992,873,1865,1,2,1,3,Gd,7,1,Attchd,2000.0,RFn,3,839,0,184,0,235000
102.0,10192,IR1,Inside,NWAmes,SLvl,7,1968,1992,MetalSd,MetalSd,BrkFace,143.0,TA,TA,No,Unf,0,570,570,Gd,1222,698,1920,0,3,0,4,Gd,8,1,Attchd,1968.0,RFn,2,487,0,98,0,170000
,9477,Reg,Corner,NAmes,1Story,5,1966,1966,HdBoard,HdBoard,BrkFace,65.0,TA,TA,No,Rec,340,524,864,TA,892,0,892,0,1,0,3,TA,5,0,Attchd,1966.0,RFn,1,264,0,0,0,110000
,12537,IR1,CulDSac,NAmes,1Story,5,1971,2008,VinylSd,VinylSd,None,0.0,TA,TA,No,GLQ,734,344,1078,Ex,1078,0,1078,1,1,1,3,TA,6,1,Attchd,1971.0,Fin,2,500,0,0,0,149900
,2117,Reg,Inside,Somerst,2Story,6,2000,2000,MetalSd,MetalSd,BrkFace,216.0,Gd,Gd,No,GLQ,378,378,756,Ex,769,804,1573,0,2,1,3,Gd,5,0,Detchd,2000.0,Unf,2,440,0,32,0,177500
129.0,16737,Reg,FR3,NridgHt,1Story,9,2004,2005,VinylSd,VinylSd,BrkFace,66.0,Gd,Ex,Av,GLQ,1447,533,1980,Ex,1980,0,1980,1,2,0,3,Ex,8,1,Attchd,2004.0,Fin,3,770,194,45,0,315000
51.0,9842,Reg,Inside,SWISU,2Story,5,1921,1998,MetalSd,Wd Sdng,None,0.0,TA,TA,No,Unf,0,612,612,Ex,990,1611,2601,0,3,1,4,TA,8,0,BuiltIn,1998.0,RFn,2,621,183,0,0,189000
124.0,16158,IR1,Inside,StoneBr,1Story,7,2005,2005,VinylSd,VinylSd,Stone,16.0,Gd,Ex,Av,ALQ,1274,256,1530,Ex,1530,0,1530,1,2,0,3,Gd,7,1,Attchd,2005.0,Fin,2,430,168,36,0,260000
,12513,IR1,FR2,NAmes,1.5Fin,4,1920,2007,VinylSd,VinylSd,None,0.0,TA,TA,No,Unf,0,715,715,Gd,1281,457,1738,0,2,0,4,TA,7,1,Attchd,1920.0,Unf,1,368,55,0,0,104900
73.0,8499,IR1,Inside,Gilbert,2Story,6,2006,2007,VinylSd,VinylSd,None,0.0,TA,Gd,No,Unf,0,616,616,Ex,616,796,1412,0,2,1,3,Gd,6,1,BuiltIn,2007.0,Fin,2,432,0,36,0,156932
30.0,3180,Reg,Inside,Somerst,2Story,7,2005,2005,MetalSd,MetalSd,None,0.0,Gd,Gd,No,Unf,0,600,600,Ex,520,600,1200,0,2,1,2,Gd,4,0,Detchd,2005.0,RFn,2,480,0,166,0,144152
,7500,Reg,Inside,Somerst,2Story,7,2000,2000,VinylSd,VinylSd,None,0.0,Gd,Gd,No,GLQ,533,281,814,Ex,814,860,1674,1,2,1,3,Gd,7,0,Attchd,2000.0,RFn,2,663,0,96,0,216000
68.0,9179,IR1,Inside,CollgCr,2Story,7,1999,1999,VinylSd,VinylSd,BrkFace,158.0,Gd,Gd,No,GLQ,633,240,873,Ex,882,908,1790,1,2,1,3,Gd,7,0,Attchd,1999.0,RFn,2,588,0,88,0,193000
41.0,2665,Reg,Inside,MeadowV,2Story,5,1977,1977,CemntBd,CmentBd,None,0.0,TA,TA,No,ALQ,548,36,757,Ex,925,550,1475,0,2,0,4,TA,6,1,Attchd,1977.0,RFn,1,336,104,26,0,127000
,4435,Reg,Inside,CollgCr,1Story,6,2003,2004,VinylSd,VinylSd,BrkFace,170.0,Gd,Gd,Av,GLQ,685,163,848,Ex,848,0,848,1,1,0,1,Gd,4,0,Attchd,2003.0,Fin,2,420,140,0,0,144000
48.0,10635,IR2,FR2,CollgCr,1Story,8,2003,2003,VinylSd,VinylSd,BrkFace,171.0,Gd,Gd,Av,BLQ,370,315,1657,Ex,1668,0,1668,1,2,0,3,Gd,8,1,Attchd,2003.0,Fin,2,502,0,262,0,232000
90.0,5400,Reg,Corner,OldTown,1.5Fin,4,1920,1950,CBlock,CBlock,None,0.0,Fa,TA,No,ALQ,315,420,840,Ex,840,534,1374,0,1,0,2,TA,6,0,Detchd,1967.0,Fin,1,338,0,0,0,105000
80.0,9600,Reg,Inside,NAmes,SLvl,6,1955,1996,AsbShng,AsbShng,None,0.0,TA,TA,Av,BLQ,831,161,992,Gd,1661,0,1661,1,1,0,3,Gd,8,1,BuiltIn,1955.0,RFn,1,377,0,28,178,165500
75.0,9750,Reg,Corner,CollgCr,2Story,7,1998,1998,VinylSd,VinylSd,None,0.0,TA,Gd,Av,GLQ,975,133,1108,Ex,1108,989,2097,1,2,1,3,Gd,8,1,Detchd,1998.0,RFn,2,583,253,170,0,274300
,11400,Reg,Inside,NoRidge,1Story,10,2001,2002,VinylSd,VinylSd,BrkFace,705.0,Ex,Ex,Gd,GLQ,1282,1351,2633,Ex,2633,0,2633,1,2,1,2,Ex,8,2,Attchd,2001.0,RFn,3,804,314,140,0,466500
85.0,10625,Reg,Inside,Somerst,2Story,7,2005,2005,CemntBd,CmentBd,None,0.0,Gd,Gd,No,Unf,0,1026,1026,Ex,1026,932,1958,0,2,1,3,Gd,9,1,Attchd,2005.0,Fin,3,936,154,210,0,250000
89.0,10991,IR1,Inside,Timber,1Story,8,2007,2007,VinylSd,VinylSd,BrkFace,80.0,Gd,Gd,Gd,Unf,0,1571,1571,Ex,1571,0,1571,0,2,0,3,Gd,7,1,Attchd,2007.0,Fin,3,722,100,36,0,239000
